ID;description;startDate;endDate;createdAt;createdBy;modifiedAt;modifiedBy;customer_ID
1cd0d2cd-ead4-40cd-91bb-3c82470613f4;Exige;2020-10-20;2021-06-08;2021-06-01;admin;2021-06-01;admin;
065ccbe4-a112-4c9d-9675-aa619522d259;Continental GT;2020-10-07;2021-01-21;2021-06-01;admin;2021-06-01;admin;74f958dd-d2fb-4d73-90bd-bbf8973bb260
d32ea6e5-c87a-4b69-8b5a-047a4f4054aa;ES;2020-08-11;2021-04-30;2021-06-01;admin;2021-06-01;admin;1c011553-a150-44d4-b56f-59b3f373d903
e8b38baa-f021-4747-88ac-97a8ed54c1c2;Express 1500;2020-10-18;2021-05-06;2021-06-01;admin;2021-06-01;admin;fc370088-3385-4e81-ba65-a8082fb636a2
3cec1c96-2326-4eeb-a04d-2970602858e2;ZDX;2020-07-29;2021-05-05;2021-06-01;admin;2021-06-01;admin;b7f793e6-aa7b-43bd-98fb-4c5e2cbd7ef1
bdd963c1-ee09-4219-9452-665d9c013fe5;R32;2020-11-07;2021-03-07;2021-06-01;admin;2021-06-01;admin;f127c4bb-b057-42b6-a83f-702817f890f1
b29b8dd7-063a-449d-b406-3faf06774818;Land Cruiser;2020-07-15;2021-05-03;2021-06-01;admin;2021-06-01;admin;6b3267c2-17bc-4f4a-8916-39f18efd9c21
0f92e57c-5cd3-48aa-b620-744468ab23a4;Tundra;2020-06-18;2021-02-19;2021-06-01;admin;2021-06-01;admin;e94fa65b-84da-4f86-acf4-192ba1f94a78
ca49bff2-236e-4cac-af75-2074d9be985f;LS;2020-09-11;2021-05-04;2021-06-01;admin;2021-06-01;admin;35799c6b-70e6-47c5-b4dc-a17177c0ceca
1272b958-cc29-4c3f-a984-1567604262de;Monaco;2020-10-01;2021-03-28;2021-06-01;admin;2021-06-01;admin;cdb3ad57-dda1-4a24-bd80-ec0bc2bcb3c3
39166ef0-5e5f-4eb3-a6d7-c8a23357a055;Savana 2500;2020-06-24;2021-02-23;2021-06-01;admin;2021-06-01;admin;47781ec5-65ac-492f-a6d6-dac2a5a62183
8fb84304-879a-4e39-b2cb-1f1379bf20d1;Mustang;2020-06-14;2021-03-11;2021-06-01;admin;2021-06-01;admin;d934dd57-95b4-4152-a89f-d317f62b386f
b76a1e44-69af-4a5f-8329-27f7eecccf03;Murano;2020-06-22;2021-03-10;2021-06-01;admin;2021-06-01;admin;ddc4f2a1-f7ad-48a4-bc0f-43281f9d144b
411cda3e-6342-4515-bc48-a549862fd9d1;Spirit;2020-09-10;2021-04-30;2021-06-01;admin;2021-06-01;admin;7f42b8f5-a4b1-4abe-adad-8e5e30d79108
abc05ee4-0395-4a4d-97e3-a1bef8c4a650;Taurus;2020-11-10;2021-06-08;2021-06-01;admin;2021-06-01;admin;1fdeaa27-8dc6-4061-85f7-70805a1acd02
0bdd80f8-8903-4732-a18e-1171817bf8d1;Sebring;2020-09-03;2021-03-12;2021-06-01;admin;2021-06-01;admin;3e7c9f66-2548-4add-b6ff-33874e102501
956b2fbd-ccd5-48f2-9471-06f37fb6dcae;TL;2020-11-09;2021-03-24;2021-06-01;admin;2021-06-01;admin;5f8c1db4-155b-4330-b03f-db560cb4cc0d
5cadb5c8-3fac-4b83-b942-ad89c30f7c12;Miata MX-5;2020-07-20;2021-03-21;2021-06-01;admin;2021-06-01;admin;69ce22b0-5194-449c-8212-4b1766872088
58e23d06-3d13-430d-b0d0-1d905453308b;Bravada;2020-07-08;2021-02-22;2021-06-01;admin;2021-06-01;admin;cff14840-dfe1-4f4f-bced-8300b6018d26
4801eea5-4b5b-49ba-99c7-21298b6a9360;Tempo;2020-07-05;2021-01-30;2021-06-01;admin;2021-06-01;admin;35799c6b-70e6-47c5-b4dc-a17177c0ceca
18e2a250-58a0-4764-a481-9b091783c214;Blazer;2020-10-31;2021-03-01;2021-06-01;admin;2021-06-01;admin;93e73582-7beb-496c-b422-6772247d24dd
e97adf42-e239-481e-8e91-0f32a3181c37;Gemini;2020-11-02;2021-04-23;2021-06-01;admin;2021-06-01;admin;c25d3d05-7d4e-4d02-89e0-7fdf509ab341
818f64b8-82b0-4819-a87a-d2dcf439d87e;Cordia;2020-11-27;2021-02-12;2021-06-01;admin;2021-06-01;admin;688bcb3d-063e-4eb9-bec7-adb42b1a8a9a
58338437-eeb3-4db8-969f-092f0247c8bd;SL-Class;2020-08-23;2021-03-14;2021-06-01;admin;2021-06-01;admin;ddc4f2a1-f7ad-48a4-bc0f-43281f9d144b
21d8eb30-ecba-46cc-b127-11f63e98017e;LS;2020-08-24;2021-05-14;2021-06-01;admin;2021-06-01;admin;7f42b8f5-a4b1-4abe-adad-8e5e30d79108
9d80aa8d-fffc-48a3-927e-9397f4f0576a;Elan;2020-11-16;2021-04-13;2021-06-01;admin;2021-06-01;admin;ddc4f2a1-f7ad-48a4-bc0f-43281f9d144b
3dd3f2b7-ff8a-4cf5-af69-bb67219848a3;Silverado 2500;2020-11-23;2021-04-08;2021-06-01;admin;2021-06-01;admin;d934dd57-95b4-4152-a89f-d317f62b386f
00585c75-841f-493d-89e0-0a44b4d6ecb1;Accord;2020-06-20;2021-05-29;2021-06-01;admin;2021-06-01;admin;56589efe-7310-4255-993f-70e044b11a5d
21b091c6-1923-4fd9-a867-d9b7fd8adaa6;Sonoma;2020-07-01;2021-05-05;2021-06-01;admin;2021-06-01;admin;a5343390-34c2-4837-8dee-55dfd482b53a
2b5eaa7e-0ed8-4732-853b-d3a6fed4b55d;Galaxie;2020-07-21;2021-04-28;2021-06-01;admin;2021-06-01;admin;d5fe0e46-2b6f-4a24-a08a-91c22477ab91
3fecc456-ae73-4064-a02f-d24b6c923df7;Mirage;2020-09-25;2021-05-08;2021-06-01;admin;2021-06-01;admin;fc370088-3385-4e81-ba65-a8082fb636a2
5900f327-8a12-45f5-a0f0-a881f0f8f99f;Zephyr;2020-07-31;2021-04-13;2021-06-01;admin;2021-06-01;admin;1fdeaa27-8dc6-4061-85f7-70805a1acd02
d7a19a3a-ba7b-48f9-8524-0c5b2c10a8a8;C30;2020-08-27;2021-02-05;2021-06-01;admin;2021-06-01;admin;cdb3ad57-dda1-4a24-bd80-ec0bc2bcb3c3
db8ed27a-928a-4512-b8a0-37541791e2df;New Beetle;2020-06-18;2021-05-25;2021-06-01;admin;2021-06-01;admin;f81342d1-0fe5-47f1-9e34-4d1898706319
ab487568-7cbf-4893-b8b8-4a56433cbd33;Avenger;2020-07-12;2021-05-18;2021-06-01;admin;2021-06-01;admin;a5343390-34c2-4837-8dee-55dfd482b53a
85ef7695-56e2-4d8b-a138-3becdd4ce850;IS F;2020-11-09;2021-05-24;2021-06-01;admin;2021-06-01;admin;792e425c-5fbb-47cf-8049-3d2fbb033bfb
287ae05f-c859-4f43-94cf-bc668b081a5a;Biturbo;2020-09-05;2021-04-10;2021-06-01;admin;2021-06-01;admin;6629b64b-fa4b-4230-8443-48fea705f4f0
fc8667e4-05bd-4b9d-a7ca-3ee8f9f6e34f;Q7;2020-08-07;2021-03-06;2021-06-01;admin;2021-06-01;admin;e94fa65b-84da-4f86-acf4-192ba1f94a78
0d6eb26d-06c1-446d-aa0c-8c8e697a8fe5;Grand Am;2020-06-23;2021-05-31;2021-06-01;admin;2021-06-01;admin;1dca5b73-85f9-49c6-a192-8497ca4f327d
eecad350-21ee-474b-9b30-434d4c29e2e5;Freelander;2020-09-26;2021-04-04;2021-06-01;admin;2021-06-01;admin;adec2460-39de-45d5-aba8-2998787094cd
6baa56ce-a739-4083-ba30-4fb13f32355b;B-Series Plus;2020-09-09;2021-03-21;2021-06-01;admin;2021-06-01;admin;f127c4bb-b057-42b6-a83f-702817f890f1
afda7835-ca08-49d8-8323-bcdbb6a0e593;VUE;2020-06-17;2021-02-11;2021-06-01;admin;2021-06-01;admin;6b3267c2-17bc-4f4a-8916-39f18efd9c21
f9ca616e-4374-4d57-8aec-13165b47060e;Park Avenue;2020-10-12;2021-03-21;2021-06-01;admin;2021-06-01;admin;74f958dd-d2fb-4d73-90bd-bbf8973bb260
3098b34e-9671-4416-8dc8-c93db896ea82;MPV;2020-12-02;2021-05-25;2021-06-01;admin;2021-06-01;admin;b7f793e6-aa7b-43bd-98fb-4c5e2cbd7ef1
43fa3f3b-a351-40b1-92c5-a81c24b47d05;Equinox;2020-11-09;2021-05-30;2021-06-01;admin;2021-06-01;admin;197cff02-adfc-450d-b822-267f5a8fd791
d857ddd4-402e-4739-8490-3973af03f5cf;SL-Class;2020-06-09;2021-04-10;2021-06-01;admin;2021-06-01;admin;c19293fc-2ced-4450-869d-8dbd1645f7d3
af540529-6e1e-43e6-8f19-06f6b6f847ea;Range Rover Sport;2020-06-21;2021-03-31;2021-06-01;admin;2021-06-01;admin;33cfbe82-2d8a-4e3d-b970-45bc87e61570
37830b59-3ba9-4dac-8a28-7517c2f94ac1;Ram 50;2020-08-03;2021-04-11;2021-06-01;admin;2021-06-01;admin;ddc4f2a1-f7ad-48a4-bc0f-43281f9d144b
b5f2e3fc-c06b-4a5f-8eb5-ddb4e29734b9;Vantage;2020-10-27;2021-03-24;2021-06-01;admin;2021-06-01;admin;56ad985e-2103-47e5-9759-2c944cfcc9c9
84d223de-3bba-4cf1-a3b2-f3a53b7e94d3;G-Series G30;2020-10-07;2021-05-19;2021-06-01;admin;2021-06-01;admin;f81342d1-0fe5-47f1-9e34-4d1898706319
a9deaf9e-763b-489e-a46b-994be8735fd5;Fiesta;2020-12-05;2021-03-14;2021-06-01;admin;2021-06-01;admin;1dca5b73-85f9-49c6-a192-8497ca4f327d
3a70a9cc-43c7-46df-9c99-98a09f04e792;Phantom;2020-06-19;2021-02-09;2021-06-01;admin;2021-06-01;admin;e4ec1dbf-9aad-4625-94cc-0a8903eb2a77
49f21794-eee3-4fbd-8c28-9dcbb83e7f8e;911;2020-07-15;2021-01-26;2021-06-01;admin;2021-06-01;admin;f127c4bb-b057-42b6-a83f-702817f890f1
fbd977a6-32cb-4e70-b36a-373089cad9cd;Explorer;2020-10-15;2021-04-06;2021-06-01;admin;2021-06-01;admin;b7f793e6-aa7b-43bd-98fb-4c5e2cbd7ef1
5cb8e3af-b19a-4a63-be10-336db8f0c2ee;Town & Country;2020-07-10;2021-05-23;2021-06-01;admin;2021-06-01;admin;e8dbc271-80c6-4c6a-947f-b3ec9141be9b
4780ee60-1f9d-4d52-b1a6-ff730901985a;Silverado 2500;2020-07-22;2021-02-28;2021-06-01;admin;2021-06-01;admin;42d5e828-88e5-43af-b331-1528d6ab2c97
a8ab0c11-e50f-420e-a2c9-7133fb5287a3;XJ Series;2020-09-27;2021-04-04;2021-06-01;admin;2021-06-01;admin;12554f98-22be-4ac7-ac13-f2a61b2254b6
7aef3b64-6686-4b26-bfda-8b0d9b4a6f67;Ram 3500;2020-10-11;2021-04-01;2021-06-01;admin;2021-06-01;admin;d934dd57-95b4-4152-a89f-d317f62b386f
cbdacd2d-d976-49df-b644-e1335e25c284;W201;2020-10-08;2021-04-25;2021-06-01;admin;2021-06-01;admin;93ad0ed8-f3b3-47c7-ab33-38aa1dae4042
1b297a2c-0a10-4cb1-a10b-d646abae283d;Freelander;2020-08-15;2021-04-04;2021-06-01;admin;2021-06-01;admin;56ad985e-2103-47e5-9759-2c944cfcc9c9
3d58044a-148e-4ff2-b530-ebfada0ef4e5;Passat;2020-08-08;2021-02-19;2021-06-01;admin;2021-06-01;admin;a5343390-34c2-4837-8dee-55dfd482b53a
17ee2935-debb-4780-a380-d54aaf843ae8;1 Series;2020-10-17;2021-03-29;2021-06-01;admin;2021-06-01;admin;fc370088-3385-4e81-ba65-a8082fb636a2
8f17b2c2-ac7d-4219-ac1d-063727bed8ed;911;2020-07-10;2021-02-19;2021-06-01;admin;2021-06-01;admin;
b37f8559-9495-440d-84d3-97b7b24b6290;Coupe GT;2020-07-12;2021-03-06;2021-06-01;admin;2021-06-01;admin;adec2460-39de-45d5-aba8-2998787094cd
95fd677d-84e2-4f6b-ad09-ed6946453e2c;Z4;2020-10-18;2021-05-17;2021-06-01;admin;2021-06-01;admin;92038285-368a-49ea-aa3d-733ac22f32e7
db5339f3-ff12-45b6-9f1a-fa26fdef7bee;Grand Am;2020-11-12;2021-05-23;2021-06-01;admin;2021-06-01;admin;c25d3d05-7d4e-4d02-89e0-7fdf509ab341
7630667d-bf50-448d-ae71-7e86a02d407e;Ram 3500;2020-07-05;2021-02-05;2021-06-01;admin;2021-06-01;admin;688bcb3d-063e-4eb9-bec7-adb42b1a8a9a
0233d371-50a3-4759-8dea-1a8174868998;Diamante;2020-07-07;2021-03-29;2021-06-01;admin;2021-06-01;admin;
fe3c607f-05a2-4282-9285-196e8d842a10;7 Series;2020-07-23;2021-02-09;2021-06-01;admin;2021-06-01;admin;d5fe0e46-2b6f-4a24-a08a-91c22477ab91
dcc043e3-6168-44c7-89b2-5ad993077aba;Town Car;2020-08-21;2021-02-12;2021-06-01;admin;2021-06-01;admin;f23aed06-9cea-40f2-b869-8dfaa4ee9ce4
3d4c2983-2276-4104-a80f-8a759f6a477d;Challenger;2020-11-05;2021-01-29;2021-06-01;admin;2021-06-01;admin;792e425c-5fbb-47cf-8049-3d2fbb033bfb
1fa57317-6b09-4912-9066-85ea4268d264;rio;2020-08-27;2021-06-06;2021-06-01;admin;2021-06-01;admin;6629b64b-fa4b-4230-8443-48fea705f4f0
2b5e3255-28fa-4093-8aef-70ab7c87fdaa;Yukon XL 2500;2020-10-26;2021-03-24;2021-06-01;admin;2021-06-01;admin;
65f42794-09b5-4f50-82ca-561098ccf812;Sedona;2020-08-02;2021-04-21;2021-06-01;admin;2021-06-01;admin;1c011553-a150-44d4-b56f-59b3f373d903
f4278045-9368-4dce-b34a-ea74a7922c1f;Eldorado;2020-06-27;2021-03-03;2021-06-01;admin;2021-06-01;admin;35799c6b-70e6-47c5-b4dc-a17177c0ceca
54de8bb8-d167-44bd-8c53-959b9c84220c;TL;2020-07-02;2021-03-09;2021-06-01;admin;2021-06-01;admin;5f8c1db4-155b-4330-b03f-db560cb4cc0d
17b58e68-6f46-48c7-bc50-a1776806da74;Civic;2020-09-26;2021-03-07;2021-06-01;admin;2021-06-01;admin;e4ec1dbf-9aad-4625-94cc-0a8903eb2a77
1fb4febc-7244-4da8-ab59-0098e630f721;Leone;2020-12-04;2021-02-10;2021-06-01;admin;2021-06-01;admin;fd918c24-1b76-4fbe-8d9b-5e40c3d609b0
0dada933-c138-47e1-923a-8feabdaa03af;Sable;2020-11-08;2021-04-18;2021-06-01;admin;2021-06-01;admin;42d5e828-88e5-43af-b331-1528d6ab2c97
9ed6275e-2561-48c1-84e4-ce8005a3933b;LS;2020-06-16;2021-02-15;2021-06-01;admin;2021-06-01;admin;c25d3d05-7d4e-4d02-89e0-7fdf509ab341
7d18fe29-4cba-49d9-ae79-f12344ce11d0;Blazer;2020-10-14;2021-02-27;2021-06-01;admin;2021-06-01;admin;1fdeaa27-8dc6-4061-85f7-70805a1acd02
e6e59daf-ea76-436d-9fa8-0ac687646a4a;Sierra Denali;2020-07-02;2021-04-28;2021-06-01;admin;2021-06-01;admin;7a1261a3-28dd-4fde-aee1-1b2c327ff86c
5a496d49-dfa7-4b6c-a58c-779ec62d9af4;CL;2020-06-21;2021-04-03;2021-06-01;admin;2021-06-01;admin;adec2460-39de-45d5-aba8-2998787094cd
1a7d6110-a784-4c43-a8ea-d1ee6125d48c;Escalade;2020-08-29;2021-05-04;2021-06-01;admin;2021-06-01;admin;adec2460-39de-45d5-aba8-2998787094cd
fb4dafc5-5571-481e-8cae-a76359838c20;XG350;2020-10-23;2021-02-17;2021-06-01;admin;2021-06-01;admin;3e7c9f66-2548-4add-b6ff-33874e102501
1ce9863c-a36e-4999-887a-4780dab35449;Mustang;2020-06-19;2021-06-06;2021-06-01;admin;2021-06-01;admin;fd918c24-1b76-4fbe-8d9b-5e40c3d609b0
fdab9052-b674-487d-a312-b55256e659e2;Rondo;2020-08-31;2021-06-08;2021-06-01;admin;2021-06-01;admin;cff14840-dfe1-4f4f-bced-8300b6018d26
e336c6b5-bb0a-41d3-b716-091ddd70136c;Galant;2020-10-27;2021-04-01;2021-06-01;admin;2021-06-01;admin;1fdeaa27-8dc6-4061-85f7-70805a1acd02
859d4520-8514-4eaf-96d4-6f734d1272a9;Voyager;2020-08-08;2021-03-13;2021-06-01;admin;2021-06-01;admin;37d02665-8567-4bea-b801-e22b5499be18
2756fd60-77ec-4c9e-8e9a-acbf7c9f2c08;MX-5;2020-06-15;2021-03-10;2021-06-01;admin;2021-06-01;admin;b7f793e6-aa7b-43bd-98fb-4c5e2cbd7ef1
e9d78690-0c53-4f8e-a84d-74a5bfc04237;Axiom;2020-09-20;2021-02-05;2021-06-01;admin;2021-06-01;admin;56ad985e-2103-47e5-9759-2c944cfcc9c9
db6fcdc1-267b-411b-bb2a-4e172e69d2c0;E250;2020-10-30;2021-05-18;2021-06-01;admin;2021-06-01;admin;adec2460-39de-45d5-aba8-2998787094cd
2bfc9d73-5d95-4926-8fea-3395065071b1;Sierra 2500;2020-07-24;2021-04-10;2021-06-01;admin;2021-06-01;admin;1fdeaa27-8dc6-4061-85f7-70805a1acd02
61bc779b-b366-4d72-9fdc-236d14b8a2d9;Compass;2020-07-27;2021-05-25;2021-06-01;admin;2021-06-01;admin;e4ec1dbf-9aad-4625-94cc-0a8903eb2a77
02e3e5c9-eee3-4f69-abd2-b2977c10cd56;Express 3500;2020-11-03;2021-03-10;2021-06-01;admin;2021-06-01;admin;c25d3d05-7d4e-4d02-89e0-7fdf509ab341
0739c5a6-2ca5-4f73-91eb-9464c51b77fe;Vibe;2020-10-31;2021-06-04;2021-06-01;admin;2021-06-01;admin;d934dd57-95b4-4152-a89f-d317f62b386f
ef8c238b-9187-4692-80f7-5a545bd47257;Accord;2020-06-29;2021-03-04;2021-06-01;admin;2021-06-01;admin;7a1261a3-28dd-4fde-aee1-1b2c327ff86c
1548af4a-9d45-400a-b015-21bc877839fb;Escalade;2020-06-24;2021-04-01;2021-06-01;admin;2021-06-01;admin;47781ec5-65ac-492f-a6d6-dac2a5a62183
7e5e3f77-0fae-4e04-bc21-c66d59a0ec43;Metro;2020-07-08;2021-03-14;2021-06-01;admin;2021-06-01;admin;93ad0ed8-f3b3-47c7-ab33-38aa1dae4042
dd1c3b84-6c86-4020-bf86-c64e27d4ebcb;RX Hybrid;2020-06-16;2021-02-06;2021-06-01;admin;2021-06-01;admin;3e7c9f66-2548-4add-b6ff-33874e102501
d02578c6-1a09-4725-a413-a503339c3cbd;Pajero;2020-07-20;2021-04-22;2021-06-01;admin;2021-06-01;admin;c19293fc-2ced-4450-869d-8dbd1645f7d3
31069d63-4a63-46ba-bdc6-84d00db871cb;F250;2020-06-30;2021-05-06;2021-06-01;admin;2021-06-01;admin;1dca5b73-85f9-49c6-a192-8497ca4f327d
8fc5a4a2-c00d-4ea6-b0e2-fc9477da3cfb;Boxster;2020-09-02;2021-04-05;2021-06-01;admin;2021-06-01;admin;d5fe0e46-2b6f-4a24-a08a-91c22477ab91
f2fc0833-89a2-4d77-bf71-5f543679b897;Sportvan G30;2020-07-16;2021-03-11;2021-06-01;admin;2021-06-01;admin;1dca5b73-85f9-49c6-a192-8497ca4f327d
b1825068-698d-4b23-bd58-0c598a57aa4a;Stratus;2020-06-25;2021-02-05;2021-06-01;admin;2021-06-01;admin;cdb3ad57-dda1-4a24-bd80-ec0bc2bcb3c3
2cd195a8-8b72-4d16-97fd-ef74172ad14b;Karif;2020-10-18;2021-04-30;2021-06-01;admin;2021-06-01;admin;8287c325-2106-42ee-9d15-4d65f25928c1
db22ec27-c20e-4e7e-bd1f-ecdb222bba9b;Jetta;2020-08-03;2021-04-27;2021-06-01;admin;2021-06-01;admin;792e425c-5fbb-47cf-8049-3d2fbb033bfb
e4a261ed-f0f8-4396-9afc-6fc35a4a2087;Versa;2020-07-23;2021-04-09;2021-06-01;admin;2021-06-01;admin;f81342d1-0fe5-47f1-9e34-4d1898706319
49b9d77e-fab0-4437-ac28-0475dc1550f2;Express 3500;2020-09-23;2021-02-03;2021-06-01;admin;2021-06-01;admin;56ad985e-2103-47e5-9759-2c944cfcc9c9
0424282e-de6a-4d77-b254-9dfd4b4020bd;Jetta;2020-11-05;2021-04-05;2021-06-01;admin;2021-06-01;admin;56ad985e-2103-47e5-9759-2c944cfcc9c9
3b38793f-4605-47d0-85f1-4ecf243b6ba8;Camaro;2020-09-29;2021-05-28;2021-06-01;admin;2021-06-01;admin;688bcb3d-063e-4eb9-bec7-adb42b1a8a9a
da553dbc-9a38-48fc-a32a-6e1c15b59220;Accord;2020-11-03;2021-04-01;2021-06-01;admin;2021-06-01;admin;f127c4bb-b057-42b6-a83f-702817f890f1
f3bd625a-380d-4162-87f8-44e3e12d6592;GS;2020-07-01;2021-02-03;2021-06-01;admin;2021-06-01;admin;69ce22b0-5194-449c-8212-4b1766872088
54131c4d-2f58-41da-a3fb-345f6aac5e73;M-Class;2020-08-30;2021-05-18;2021-06-01;admin;2021-06-01;admin;e4ec1dbf-9aad-4625-94cc-0a8903eb2a77
ff7ebb03-2c7a-46fc-b2dd-931f3a353902;Sentra;2020-11-17;2021-04-13;2021-06-01;admin;2021-06-01;admin;cff14840-dfe1-4f4f-bced-8300b6018d26
d74f453e-1456-4a34-9df8-030b083fb887;Freestar;2020-09-30;2021-05-07;2021-06-01;admin;2021-06-01;admin;7a1261a3-28dd-4fde-aee1-1b2c327ff86c
85151565-e15d-46a1-9332-2640a524c3c7;Altima;2020-11-01;2021-02-27;2021-06-01;admin;2021-06-01;admin;93ad0ed8-f3b3-47c7-ab33-38aa1dae4042
5959d58f-2da9-4375-b1bc-1e6e91224787;V70;2020-08-29;2021-05-30;2021-06-01;admin;2021-06-01;admin;c25d3d05-7d4e-4d02-89e0-7fdf509ab341
e8db64da-0e1a-4a97-b27f-37744f76af3f;MX-5;2020-07-13;2021-05-20;2021-06-01;admin;2021-06-01;admin;50e27031-a3bb-4ea0-ad86-2921049317af
4d2da5db-665f-4130-9350-f271d53d0ebc;Range Rover Classic;2020-11-05;2021-02-20;2021-06-01;admin;2021-06-01;admin;69ce22b0-5194-449c-8212-4b1766872088
4c8ce052-cbd5-4466-ab04-b418dfbc56e0;Viper RT/10;2020-10-16;2021-05-28;2021-06-01;admin;2021-06-01;admin;93ad0ed8-f3b3-47c7-ab33-38aa1dae4042
34dd5ee9-c1bc-47f8-88f7-c0bf1ce400ed;S4;2020-11-22;2021-05-09;2021-06-01;admin;2021-06-01;admin;35799c6b-70e6-47c5-b4dc-a17177c0ceca
8f33a20f-3bac-4419-8331-5ac1b7a6f54c;Yaris;2020-08-07;2021-02-28;2021-06-01;admin;2021-06-01;admin;42d5e828-88e5-43af-b331-1528d6ab2c97
2416513d-1394-4cd5-9a89-01c784a75042;Outback;2020-06-14;2021-03-14;2021-06-01;admin;2021-06-01;admin;
b2922ea0-9af5-4506-8dde-453465daf023;SLK-Class;2020-10-12;2021-03-06;2021-06-01;admin;2021-06-01;admin;197cff02-adfc-450d-b822-267f5a8fd791
2819c80d-53f7-4156-8067-1bf707e18045;Chariot;2020-07-18;2021-02-01;2021-06-01;admin;2021-06-01;admin;96ecdca2-0112-42c4-8bfe-40ed38295277
17bd3f2a-8b9a-40c2-94e5-a347f80b72b2;Continental;2020-10-14;2021-02-12;2021-06-01;admin;2021-06-01;admin;35799c6b-70e6-47c5-b4dc-a17177c0ceca
a5531f69-ce66-4358-8333-35a4d948d01b;Equinox;2020-09-22;2021-01-24;2021-06-01;admin;2021-06-01;admin;
d78499ae-5d49-41e3-8ea4-1ebd79a0284c;IS-F;2020-06-14;2021-01-22;2021-06-01;admin;2021-06-01;admin;56589efe-7310-4255-993f-70e044b11a5d
4132cead-5f66-451f-b555-cd0a0df16d5d;Electra;2020-08-08;2021-03-05;2021-06-01;admin;2021-06-01;admin;688bcb3d-063e-4eb9-bec7-adb42b1a8a9a
bc42bc08-ef6b-4efc-9ed1-c284d36b84e3;Tucson;2020-08-01;2021-03-13;2021-06-01;admin;2021-06-01;admin;12554f98-22be-4ac7-ac13-f2a61b2254b6
737a6450-5836-48c2-b0a7-66140a3d479d;Laser;2020-10-16;2021-03-08;2021-06-01;admin;2021-06-01;admin;35799c6b-70e6-47c5-b4dc-a17177c0ceca
e7e75c9c-e994-4ef0-8ddf-e9cc82f46429;Sedona;2020-10-30;2021-02-24;2021-06-01;admin;2021-06-01;admin;e343692d-8641-47b3-886b-ad71f8717a08
b2400d55-4e17-434c-8bda-c89f74d72dd7;2500;2020-09-21;2021-03-25;2021-06-01;admin;2021-06-01;admin;33cfbe82-2d8a-4e3d-b970-45bc87e61570
1b3b6828-56b7-4176-b66b-45c9f32c0fd0;960;2020-07-26;2021-03-06;2021-06-01;admin;2021-06-01;admin;a5343390-34c2-4837-8dee-55dfd482b53a
aab49f2d-2bc6-49f6-8d0a-3a73a499f0a4;Brooklands;2020-11-26;2021-04-01;2021-06-01;admin;2021-06-01;admin;74f958dd-d2fb-4d73-90bd-bbf8973bb260
7994db7d-02de-4a9b-b554-f356b0fbc530;Mustang;2020-09-22;2021-03-18;2021-06-01;admin;2021-06-01;admin;c19293fc-2ced-4450-869d-8dbd1645f7d3
f38de972-3ffc-4727-81f5-d9ef4a425f20;XC90;2020-06-16;2021-03-25;2021-06-01;admin;2021-06-01;admin;74f958dd-d2fb-4d73-90bd-bbf8973bb260
